"Common_name","State","Source","Year","set_tows","total_lengths","total_ages","total_otoliths"
"arrowtooth flounder","CA","NWFSC WCGBTS",2004,27,205,61,27
"arrowtooth flounder","CA","NWFSC WCGBTS",2005,34,292,103,2
"arrowtooth flounder","CA","NWFSC WCGBTS",2006,22,154,46,24
"arrowtooth flounder","CA","NWFSC WCGBTS",2007,27,238,0,109
"arrowtooth flounder","CA","NWFSC WCGBTS",2008,37,372,0,124
"arrowtooth flounder","CA","NWFSC WCGBTS",2009,53,589,0,202
"arrowtooth flounder","CA","NWFSC WCGBTS",2010,57,720,0,227
"arrowtooth flounder","CA","NWFSC WCGBTS",2011,65,603,0,210
"arrowtooth flounder","CA","NWFSC WCGBTS",2012,67,800,104,161
"arrowtooth flounder","CA","NWFSC WCGBTS",2013,59,813,132,95
"arrowtooth flounder","CA","NWFSC WCGBTS",2014,73,824,107,128
"arrowtooth flounder","CA","NWFSC WCGBTS",2015,64,868,88,134
"arrowtooth flounder","CA","NWFSC WCGBTS",2016,67,590,74,132
"arrowtooth flounder","CA","NWFSC WCGBTS",2017,61,436,0,181
"arrowtooth flounder","CA","NWFSC WCGBTS",2018,52,330,0,164
"arrowtooth flounder","CA","NWFSC WCGBTS",2019,32,134,0,73
"arrowtooth flounder","CA","NWFSC WCGBTS",2021,46,222,0,111
"arrowtooth flounder","CA","NWFSC WCGBTS",2022,44,285,0,128
"arrowtooth flounder","CA","NWFSC WCGBTS",2023,72,466,0,230
"arrowtooth flounder","CA","NWFSC WCGBTS",2024,52,371,0,171
"arrowtooth flounder","OR","NWFSC WCGBTS",2003,83,1412,219,360
"arrowtooth flounder","OR","NWFSC WCGBTS",2004,91,1621,261,106
"arrowtooth flounder","OR","NWFSC WCGBTS",2005,120,1959,490,0
"arrowtooth flounder","OR","NWFSC WCGBTS",2006,115,1853,280,176
"arrowtooth flounder","OR","NWFSC WCGBTS",2007,128,1763,0,473
"arrowtooth flounder","OR","NWFSC WCGBTS",2008,122,1609,0,461
"arrowtooth flounder","OR","NWFSC WCGBTS",2009,113,1647,0,445
"arrowtooth flounder","OR","NWFSC WCGBTS",2010,125,1622,0,520
"arrowtooth flounder","OR","NWFSC WCGBTS",2011,130,1520,0,523
"arrowtooth flounder","OR","NWFSC WCGBTS",2012,126,1540,204,320
"arrowtooth flounder","OR","NWFSC WCGBTS",2013,84,1099,172,120
"arrowtooth flounder","OR","NWFSC WCGBTS",2014,132,1722,178,264
"arrowtooth flounder","OR","NWFSC WCGBTS",2015,137,1962,194,289
"arrowtooth flounder","OR","NWFSC WCGBTS",2016,167,1983,247,347
"arrowtooth flounder","OR","NWFSC WCGBTS",2017,149,1245,0,489
"arrowtooth flounder","OR","NWFSC WCGBTS",2018,123,922,0,398
"arrowtooth flounder","OR","NWFSC WCGBTS",2019,60,367,0,195
"arrowtooth flounder","OR","NWFSC WCGBTS",2021,107,758,0,349
"arrowtooth flounder","OR","NWFSC WCGBTS",2022,126,1022,0,432
"arrowtooth flounder","OR","NWFSC WCGBTS",2023,108,888,0,385
"arrowtooth flounder","OR","NWFSC WCGBTS",2024,117,919,0,394
"arrowtooth flounder","WA","NWFSC WCGBTS",2003,68,2588,206,358
"arrowtooth flounder","WA","NWFSC WCGBTS",2004,51,922,166,71
"arrowtooth flounder","WA","NWFSC WCGBTS",2005,62,1706,265,2
"arrowtooth flounder","WA","NWFSC WCGBTS",2006,51,1028,148,60
"arrowtooth flounder","WA","NWFSC WCGBTS",2007,72,1551,0,312
"arrowtooth flounder","WA","NWFSC WCGBTS",2008,70,1270,0,294
"arrowtooth flounder","WA","NWFSC WCGBTS",2009,66,1233,0,309
"arrowtooth flounder","WA","NWFSC WCGBTS",2010,82,1353,0,382
"arrowtooth flounder","WA","NWFSC WCGBTS",2011,69,937,0,310
"arrowtooth flounder","WA","NWFSC WCGBTS",2012,54,692,88,144
"arrowtooth flounder","WA","NWFSC WCGBTS",2013,41,622,96,70
"arrowtooth flounder","WA","NWFSC WCGBTS",2014,67,1104,115,131
"arrowtooth flounder","WA","NWFSC WCGBTS",2015,76,1021,118,144
"arrowtooth flounder","WA","NWFSC WCGBTS",2016,51,684,79,95
"arrowtooth flounder","WA","NWFSC WCGBTS",2017,57,537,0,196
"arrowtooth flounder","WA","NWFSC WCGBTS",2018,57,509,0,199
"arrowtooth flounder","WA","NWFSC WCGBTS",2019,31,253,0,108
"arrowtooth flounder","WA","NWFSC WCGBTS",2021,50,419,0,169
"arrowtooth flounder","WA","NWFSC WCGBTS",2022,35,281,0,121
"arrowtooth flounder","WA","NWFSC WCGBTS",2023,62,555,0,227
"arrowtooth flounder","WA","NWFSC WCGBTS",2024,54,457,0,194
"aurora rockfish","CA","NWFSC WCGBTS",2003,51,1031,336,134
"aurora rockfish","CA","NWFSC WCGBTS",2004,37,767,0,237
"aurora rockfish","CA","NWFSC WCGBTS",2005,62,1459,313,118
"aurora rockfish","CA","NWFSC WCGBTS",2006,54,1443,0,418
"aurora rockfish","CA","NWFSC WCGBTS",2007,55,1471,273,131
"aurora rockfish","CA","NWFSC WCGBTS",2008,84,1523,0,555
"aurora rockfish","CA","NWFSC WCGBTS",2009,54,1566,269,129
"aurora rockfish","CA","NWFSC WCGBTS",2010,71,1476,404,269
"aurora rockfish","CA","NWFSC WCGBTS",2011,58,1224,351,203
"aurora rockfish","CA","NWFSC WCGBTS",2012,64,1325,322,292
"aurora rockfish","CA","NWFSC WCGBTS",2013,32,639,1,338
"aurora rockfish","CA","NWFSC WCGBTS",2014,55,1153,0,480
"aurora rockfish","CA","NWFSC WCGBTS",2015,61,1784,0,622
"aurora rockfish","CA","NWFSC WCGBTS",2016,59,1539,0,642
"aurora rockfish","CA","NWFSC WCGBTS",2017,58,1646,0,597
"aurora rockfish","CA","NWFSC WCGBTS",2018,60,1280,0,590
"aurora rockfish","CA","NWFSC WCGBTS",2019,23,531,0,246
"aurora rockfish","CA","NWFSC WCGBTS",2021,54,1131,0,503
"aurora rockfish","CA","NWFSC WCGBTS",2022,48,1240,0,542
"aurora rockfish","CA","NWFSC WCGBTS",2023,58,1250,0,569
"aurora rockfish","CA","NWFSC WCGBTS",2024,50,741,0,373
"aurora rockfish","OR","NWFSC WCGBTS",2003,14,83,64,19
"aurora rockfish","OR","NWFSC WCGBTS",2004,17,310,0,107
"aurora rockfish","OR","NWFSC WCGBTS",2005,23,208,98,20
"aurora rockfish","OR","NWFSC WCGBTS",2006,31,265,0,173
"aurora rockfish","OR","NWFSC WCGBTS",2007,33,217,118,58
"aurora rockfish","OR","NWFSC WCGBTS",2008,27,166,0,134
"aurora rockfish","OR","NWFSC WCGBTS",2009,31,323,128,53
"aurora rockfish","OR","NWFSC WCGBTS",2010,18,155,83,46
"aurora rockfish","OR","NWFSC WCGBTS",2011,35,297,150,79
"aurora rockfish","OR","NWFSC WCGBTS",2012,35,354,143,116
"aurora rockfish","OR","NWFSC WCGBTS",2013,22,191,0,155
"aurora rockfish","OR","NWFSC WCGBTS",2014,25,339,0,180
"aurora rockfish","OR","NWFSC WCGBTS",2015,23,259,0,155
"aurora rockfish","OR","NWFSC WCGBTS",2016,29,338,0,258
"aurora rockfish","OR","NWFSC WCGBTS",2017,28,417,0,239
"aurora rockfish","OR","NWFSC WCGBTS",2018,36,452,0,289
"aurora rockfish","OR","NWFSC WCGBTS",2019,11,95,0,82
"aurora rockfish","OR","NWFSC WCGBTS",2021,32,377,0,256
"aurora rockfish","OR","NWFSC WCGBTS",2022,20,254,0,179
"aurora rockfish","OR","NWFSC WCGBTS",2023,22,127,0,125
"aurora rockfish","OR","NWFSC WCGBTS",2024,23,226,0,120
"aurora rockfish","WA","NWFSC WCGBTS",2003,2,6,4,2
"aurora rockfish","WA","NWFSC WCGBTS",2004,1,10,0,10
"aurora rockfish","WA","NWFSC WCGBTS",2005,4,18,17,1
"aurora rockfish","WA","NWFSC WCGBTS",2006,2,8,0,8
"aurora rockfish","WA","NWFSC WCGBTS",2007,4,6,4,2
"aurora rockfish","WA","NWFSC WCGBTS",2008,7,19,0,17
"aurora rockfish","WA","NWFSC WCGBTS",2009,2,8,6,2
"aurora rockfish","WA","NWFSC WCGBTS",2010,2,3,0,3
"aurora rockfish","WA","NWFSC WCGBTS",2011,1,1,1,0
"aurora rockfish","WA","NWFSC WCGBTS",2012,2,5,5,0
"aurora rockfish","WA","NWFSC WCGBTS",2013,4,21,0,21
"aurora rockfish","WA","NWFSC WCGBTS",2014,3,5,0,5
"aurora rockfish","WA","NWFSC WCGBTS",2015,5,16,0,16
"aurora rockfish","WA","NWFSC WCGBTS",2016,3,96,0,44
"aurora rockfish","WA","NWFSC WCGBTS",2017,4,7,0,7
"aurora rockfish","WA","NWFSC WCGBTS",2018,4,27,0,27
"aurora rockfish","WA","NWFSC WCGBTS",2019,1,2,0,2
"aurora rockfish","WA","NWFSC WCGBTS",2021,3,46,0,21
"aurora rockfish","WA","NWFSC WCGBTS",2022,3,15,0,15
"aurora rockfish","WA","NWFSC WCGBTS",2023,4,25,0,25
"aurora rockfish","WA","NWFSC WCGBTS",2024,5,40,0,30
"bank rockfish","CA","NWFSC HKL",2004,8,12,0,12
"bank rockfish","CA","NWFSC HKL",2005,10,24,0,23
"bank rockfish","CA","NWFSC HKL",2006,12,49,0,49
"bank rockfish","CA","NWFSC HKL",2007,8,15,0,15
"bank rockfish","CA","NWFSC HKL",2008,10,39,0,40
"bank rockfish","CA","NWFSC HKL",2009,11,30,0,30
"bank rockfish","CA","NWFSC HKL",2010,13,75,0,75
"bank rockfish","CA","NWFSC HKL",2011,8,32,0,31
"bank rockfish","CA","NWFSC HKL",2012,16,25,0,25
"bank rockfish","CA","NWFSC HKL",2013,11,38,0,38
"bank rockfish","CA","NWFSC HKL",2014,30,133,0,131
"bank rockfish","CA","NWFSC HKL",2015,48,387,0,387
"bank rockfish","CA","NWFSC HKL",2016,43,312,0,312
"bank rockfish","CA","NWFSC HKL",2017,42,383,0,378
"bank rockfish","CA","NWFSC HKL",2018,55,560,0,560
"bank rockfish","CA","NWFSC HKL",2019,49,418,0,414
"bank rockfish","CA","NWFSC HKL",2021,50,309,0,308
"bank rockfish","CA","NWFSC HKL",2022,47,280,0,279
"bank rockfish","CA","NWFSC HKL",2023,50,293,0,292
"bank rockfish","CA","NWFSC HKL",2024,47,252,0,252
"bank rockfish","CA","NWFSC WCGBTS",2003,2,2,0,1
"bank rockfish","CA","NWFSC WCGBTS",2004,8,106,0,60
"bank rockfish","CA","NWFSC WCGBTS",2005,11,96,0,50
"bank rockfish","CA","NWFSC WCGBTS",2006,11,256,0,63
"bank rockfish","CA","NWFSC WCGBTS",2007,13,74,0,54
"bank rockfish","CA","NWFSC WCGBTS",2008,15,28,0,28
"bank rockfish","CA","NWFSC WCGBTS",2009,11,83,0,73
"bank rockfish","CA","NWFSC WCGBTS",2010,12,169,0,70
"bank rockfish","CA","NWFSC WCGBTS",2011,13,22,0,22
"bank rockfish","CA","NWFSC WCGBTS",2012,9,31,0,30
"bank rockfish","CA","NWFSC WCGBTS",2013,13,31,0,31
"bank rockfish","CA","NWFSC WCGBTS",2014,16,141,0,107
"bank rockfish","CA","NWFSC WCGBTS",2015,17,59,0,59
"bank rockfish","CA","NWFSC WCGBTS",2016,15,196,0,151
"bank rockfish","CA","NWFSC WCGBTS",2017,14,39,0,39
"bank rockfish","CA","NWFSC WCGBTS",2018,12,310,0,186
"bank rockfish","CA","NWFSC WCGBTS",2019,6,245,0,222
"bank rockfish","CA","NWFSC WCGBTS",2021,7,24,0,24
"bank rockfish","CA","NWFSC WCGBTS",2022,11,21,0,21
"bank rockfish","CA","NWFSC WCGBTS",2023,13,62,0,62
"bank rockfish","CA","NWFSC WCGBTS",2024,10,102,0,102
"bank rockfish","OR","NWFSC WCGBTS",2003,2,4,0,3
"bank rockfish","OR","NWFSC WCGBTS",2007,1,1,0,1
"bank rockfish","OR","NWFSC WCGBTS",2008,1,1,0,1
"bank rockfish","OR","NWFSC WCGBTS",2009,1,1,0,1
"bank rockfish","OR","NWFSC WCGBTS",2010,1,1,0,1
"bank rockfish","OR","NWFSC WCGBTS",2011,3,116,0,30
"bank rockfish","OR","NWFSC WCGBTS",2013,1,1,0,1
"bank rockfish","OR","NWFSC WCGBTS",2014,2,4,0,4
"bank rockfish","OR","NWFSC WCGBTS",2015,1,1,0,1
"bank rockfish","OR","NWFSC WCGBTS",2016,1,4,0,4
"bank rockfish","OR","NWFSC WCGBTS",2018,1,1,0,1
"bank rockfish","OR","NWFSC WCGBTS",2022,2,2,0,2
"bank rockfish","OR","NWFSC WCGBTS",2023,1,2,0,2
"bank rockfish","OR","NWFSC WCGBTS",2024,3,3,0,3
"bank rockfish","WA","NWFSC WCGBTS",2006,1,1,0,1
"bank rockfish","WA","NWFSC WCGBTS",2008,1,2,0,2
"bank rockfish","WA","NWFSC WCGBTS",2022,1,1,0,1
"big skate","CA","NWFSC WCGBTS",2003,24,90,0,0
"big skate","CA","NWFSC WCGBTS",2004,32,135,0,0
"big skate","CA","NWFSC WCGBTS",2005,29,80,0,0
"big skate","CA","NWFSC WCGBTS",2006,26,0,0,0
"big skate","CA","NWFSC WCGBTS",2007,22,7,0,0
"big skate","CA","NWFSC WCGBTS",2008,18,58,0,0
"big skate","CA","NWFSC WCGBTS",2009,32,113,78,0
"big skate","CA","NWFSC WCGBTS",2010,50,169,129,1
"big skate","CA","NWFSC WCGBTS",2011,52,245,0,0
"big skate","CA","NWFSC WCGBTS",2012,55,213,0,0
"big skate","CA","NWFSC WCGBTS",2013,37,176,0,0
"big skate","CA","NWFSC WCGBTS",2014,70,283,0,0
"big skate","CA","NWFSC WCGBTS",2015,45,118,0,0
"big skate","CA","NWFSC WCGBTS",2016,23,50,30,0
"big skate","CA","NWFSC WCGBTS",2017,33,147,45,2
"big skate","CA","NWFSC WCGBTS",2018,52,126,69,0
"big skate","CA","NWFSC WCGBTS",2019,9,10,0,9
"big skate","CA","NWFSC WCGBTS",2021,22,95,0,34
"big skate","CA","NWFSC WCGBTS",2022,19,33,0,24
"big skate","CA","NWFSC WCGBTS",2023,22,57,0,32
"big skate","CA","NWFSC WCGBTS",2024,22,58,0,30
"big skate","OR","NWFSC WCGBTS",2003,23,77,0,0
"big skate","OR","NWFSC WCGBTS",2004,34,93,0,0
"big skate","OR","NWFSC WCGBTS",2005,55,193,0,0
"big skate","OR","NWFSC WCGBTS",2006,32,0,0,0
"big skate","OR","NWFSC WCGBTS",2007,38,59,0,0
"big skate","OR","NWFSC WCGBTS",2008,26,89,0,0
"big skate","OR","NWFSC WCGBTS",2009,33,94,92,0
"big skate","OR","NWFSC WCGBTS",2010,51,173,122,2
"big skate","OR","NWFSC WCGBTS",2011,32,80,0,0
"big skate","OR","NWFSC WCGBTS",2012,36,149,0,0
"big skate","OR","NWFSC WCGBTS",2013,29,90,0,0
"big skate","OR","NWFSC WCGBTS",2014,46,158,0,0
"big skate","OR","NWFSC WCGBTS",2015,57,245,0,0
"big skate","OR","NWFSC WCGBTS",2016,50,145,65,0
"big skate","OR","NWFSC WCGBTS",2017,62,211,84,5
"big skate","OR","NWFSC WCGBTS",2018,43,110,59,2
"big skate","OR","NWFSC WCGBTS",2019,22,56,0,32
"big skate","OR","NWFSC WCGBTS",2021,47,143,0,67
"big skate","OR","NWFSC WCGBTS",2022,68,248,0,100
"big skate","OR","NWFSC WCGBTS",2023,51,166,0,77
"big skate","OR","NWFSC WCGBTS",2024,35,72,0,46
"big skate","WA","NWFSC WCGBTS",2003,13,30,0,0
"big skate","WA","NWFSC WCGBTS",2004,15,34,0,0
"big skate","WA","NWFSC WCGBTS",2005,15,55,0,0
"big skate","WA","NWFSC WCGBTS",2006,7,0,0,0
"big skate","WA","NWFSC WCGBTS",2007,16,29,0,0
"big skate","WA","NWFSC WCGBTS",2008,9,12,0,0
"big skate","WA","NWFSC WCGBTS",2009,17,98,60,0
"big skate","WA","NWFSC WCGBTS",2010,29,124,82,0
"big skate","WA","NWFSC WCGBTS",2011,15,35,0,0
"big skate","WA","NWFSC WCGBTS",2012,13,33,0,0
"big skate","WA","NWFSC WCGBTS",2013,18,50,0,0
"big skate","WA","NWFSC WCGBTS",2014,33,111,0,0
"big skate","WA","NWFSC WCGBTS",2015,33,183,0,0
"big skate","WA","NWFSC WCGBTS",2016,32,227,43,2
"big skate","WA","NWFSC WCGBTS",2017,30,138,35,16
"big skate","WA","NWFSC WCGBTS",2018,28,95,41,0
"big skate","WA","NWFSC WCGBTS",2019,25,114,0,41
"big skate","WA","NWFSC WCGBTS",2021,23,96,0,38
"big skate","WA","NWFSC WCGBTS",2022,25,268,0,43
"big skate","WA","NWFSC WCGBTS",2023,35,184,0,55
"big skate","WA","NWFSC WCGBTS",2024,24,71,0,40
"black rockfish","OR","NWFSC WCGBTS",2009,2,2,0,2
"black rockfish","OR","NWFSC WCGBTS",2015,1,1,0,1
"black rockfish","OR","NWFSC WCGBTS",2017,2,3,0,3
"black rockfish","OR","NWFSC WCGBTS",2021,1,6,0,6
"black rockfish","WA","NWFSC WCGBTS",2016,1,1,0,1
"blackgill rockfish","CA","NWFSC HKL",2010,1,1,0,1
"blackgill rockfish","CA","NWFSC HKL",2013,1,1,0,1
"blackgill rockfish","CA","NWFSC HKL",2018,2,3,0,3
"blackgill rockfish","CA","NWFSC HKL",2023,1,1,0,1
"blackgill rockfish","CA","NWFSC HKL",2024,1,1,0,1
"blackgill rockfish","CA","NWFSC WCGBTS",2003,19,117,0,77
"blackgill rockfish","CA","NWFSC WCGBTS",2004,14,410,0,142
"blackgill rockfish","CA","NWFSC WCGBTS",2005,24,388,0,181
"blackgill rockfish","CA","NWFSC WCGBTS",2006,33,759,0,207
"blackgill rockfish","CA","NWFSC WCGBTS",2007,27,289,0,185
"blackgill rockfish","CA","NWFSC WCGBTS",2008,35,320,0,224
"blackgill rockfish","CA","NWFSC WCGBTS",2009,37,545,0,422
"blackgill rockfish","CA","NWFSC WCGBTS",2010,41,519,0,458
"blackgill rockfish","CA","NWFSC WCGBTS",2011,39,359,305,0
"blackgill rockfish","CA","NWFSC WCGBTS",2012,40,504,415,0
"blackgill rockfish","CA","NWFSC WCGBTS",2013,30,398,0,327
"blackgill rockfish","CA","NWFSC WCGBTS",2014,38,854,638,0
"blackgill rockfish","CA","NWFSC WCGBTS",2015,38,718,579,0
"blackgill rockfish","CA","NWFSC WCGBTS",2016,32,372,0,354
"blackgill rockfish","CA","NWFSC WCGBTS",2017,34,521,0,381
"blackgill rockfish","CA","NWFSC WCGBTS",2018,41,962,0,685
"blackgill rockfish","CA","NWFSC WCGBTS",2019,14,193,0,179
"blackgill rockfish","CA","NWFSC WCGBTS",2021,37,547,0,364
"blackgill rockfish","CA","NWFSC WCGBTS",2022,35,768,0,559
"blackgill rockfish","CA","NWFSC WCGBTS",2023,40,390,0,390
"blackgill rockfish","CA","NWFSC WCGBTS",2024,33,551,0,451
"blackgill rockfish","OR","NWFSC WCGBTS",2003,2,12,0,12
"blackgill rockfish","OR","NWFSC WCGBTS",2004,6,39,0,33
"blackgill rockfish","OR","NWFSC WCGBTS",2005,4,10,0,10
"blackgill rockfish","OR","NWFSC WCGBTS",2006,3,3,0,3
"blackgill rockfish","OR","NWFSC WCGBTS",2007,2,9,0,9
"blackgill rockfish","OR","NWFSC WCGBTS",2008,8,18,0,18
"blackgill rockfish","OR","NWFSC WCGBTS",2009,3,8,0,8
"blackgill rockfish","OR","NWFSC WCGBTS",2010,2,3,0,3
"blackgill rockfish","OR","NWFSC WCGBTS",2011,5,6,6,0
"blackgill rockfish","OR","NWFSC WCGBTS",2012,3,4,4,0
"blackgill rockfish","OR","NWFSC WCGBTS",2013,1,21,0,21
"blackgill rockfish","OR","NWFSC WCGBTS",2015,1,1,1,0
"blackgill rockfish","OR","NWFSC WCGBTS",2016,1,2,0,2
"blackgill rockfish","OR","NWFSC WCGBTS",2017,4,75,0,61
"blackgill rockfish","OR","NWFSC WCGBTS",2018,3,8,0,8
"blackgill rockfish","OR","NWFSC WCGBTS",2019,1,1,0,1
"blackgill rockfish","OR","NWFSC WCGBTS",2021,2,59,0,59
"blackgill rockfish","OR","NWFSC WCGBTS",2022,1,3,0,2
"blackgill rockfish","OR","NWFSC WCGBTS",2023,1,2,0,2
"blackgill rockfish","OR","NWFSC WCGBTS",2024,2,2,0,2
"blackgill rockfish","WA","NWFSC WCGBTS",2008,1,1,0,1
"blackgill rockfish","WA","NWFSC WCGBTS",2016,1,5,0,5
"blackgill rockfish","WA","NWFSC WCGBTS",2024,1,1,0,1
"bocaccio","CA","NWFSC HKL",2004,59,780,0,724
"bocaccio","CA","NWFSC HKL",2005,69,664,0,665
"bocaccio","CA","NWFSC HKL",2006,73,730,0,733
"bocaccio","CA","NWFSC HKL",2007,79,643,0,640
"bocaccio","CA","NWFSC HKL",2008,91,652,0,649
"bocaccio","CA","NWFSC HKL",2009,80,586,0,583
"bocaccio","CA","NWFSC HKL",2010,64,271,0,268
"bocaccio","CA","NWFSC HKL",2011,87,771,0,765
"bocaccio","CA","NWFSC HKL",2012,103,1072,0,1067
"bocaccio","CA","NWFSC HKL",2013,95,1127,0,1123
"bocaccio","CA","NWFSC HKL",2014,138,1789,0,1790
"bocaccio","CA","NWFSC HKL",2015,159,1947,0,806
"bocaccio","CA","NWFSC HKL",2016,152,1256,0,536
"bocaccio","CA","NWFSC HKL",2017,161,1349,0,554
"bocaccio","CA","NWFSC HKL",2018,161,1416,0,581
"bocaccio","CA","NWFSC HKL",2019,165,1376,0,498
"bocaccio","CA","NWFSC HKL",2021,141,965,0,371
"bocaccio","CA","NWFSC HKL",2022,150,1403,0,548
"bocaccio","CA","NWFSC HKL",2023,167,1491,0,556
"bocaccio","CA","NWFSC HKL",2024,159,1045,0,385
"bocaccio","CA","NWFSC WCGBTS",2003,33,91,91,0
"bocaccio","CA","NWFSC WCGBTS",2004,29,480,209,0
"bocaccio","CA","NWFSC WCGBTS",2005,39,270,147,0
"bocaccio","CA","NWFSC WCGBTS",2006,34,211,98,8
"bocaccio","CA","NWFSC WCGBTS",2007,27,149,86,4
"bocaccio","CA","NWFSC WCGBTS",2008,21,101,76,0
"bocaccio","CA","NWFSC WCGBTS",2009,23,94,89,5
"bocaccio","CA","NWFSC WCGBTS",2010,36,271,187,1
"bocaccio","CA","NWFSC WCGBTS",2011,20,99,99,0
"bocaccio","CA","NWFSC WCGBTS",2012,43,807,504,2
"bocaccio","CA","NWFSC WCGBTS",2013,45,737,492,2
"bocaccio","CA","NWFSC WCGBTS",2014,91,1006,681,16
"bocaccio","CA","NWFSC WCGBTS",2015,53,666,0,353
"bocaccio","CA","NWFSC WCGBTS",2016,76,1438,0,687
"bocaccio","CA","NWFSC WCGBTS",2017,51,827,0,523
"bocaccio","CA","NWFSC WCGBTS",2018,61,699,0,494
"bocaccio","CA","NWFSC WCGBTS",2019,31,436,0,305
"bocaccio","CA","NWFSC WCGBTS",2021,76,627,0,503
"bocaccio","CA","NWFSC WCGBTS",2022,43,436,0,307
"bocaccio","CA","NWFSC WCGBTS",2023,44,400,0,323
"bocaccio","CA","NWFSC WCGBTS",2024,60,591,0,436
"bocaccio","OR","NWFSC WCGBTS",2003,1,1,1,0
"bocaccio","OR","NWFSC WCGBTS",2005,3,4,3,1
"bocaccio","OR","NWFSC WCGBTS",2007,1,1,1,0
"bocaccio","OR","NWFSC WCGBTS",2008,2,2,2,0
"bocaccio","OR","NWFSC WCGBTS",2012,1,2,2,0
"bocaccio","OR","NWFSC WCGBTS",2014,4,11,11,0
"bocaccio","OR","NWFSC WCGBTS",2015,3,5,0,5
"bocaccio","OR","NWFSC WCGBTS",2016,3,5,0,5
"bocaccio","OR","NWFSC WCGBTS",2017,11,88,0,61
"bocaccio","OR","NWFSC WCGBTS",2018,5,19,0,19
"bocaccio","OR","NWFSC WCGBTS",2019,6,64,0,39
"bocaccio","OR","NWFSC WCGBTS",2021,8,13,0,13
"bocaccio","OR","NWFSC WCGBTS",2022,3,5,0,5
"bocaccio","OR","NWFSC WCGBTS",2023,2,2,0,2
"bocaccio","OR","NWFSC WCGBTS",2024,5,72,0,30
"bocaccio","WA","NWFSC WCGBTS",2003,5,16,14,2
"bocaccio","WA","NWFSC WCGBTS",2006,3,50,28,0
"bocaccio","WA","NWFSC WCGBTS",2007,2,7,7,0
"bocaccio","WA","NWFSC WCGBTS",2008,2,7,7,0
"bocaccio","WA","NWFSC WCGBTS",2010,1,1,1,0
"bocaccio","WA","NWFSC WCGBTS",2011,2,6,6,0
"bocaccio","WA","NWFSC WCGBTS",2012,4,8,7,1
"bocaccio","WA","NWFSC WCGBTS",2013,1,1,1,0
"bocaccio","WA","NWFSC WCGBTS",2014,2,3,3,0
"bocaccio","WA","NWFSC WCGBTS",2015,1,1,0,1
"bocaccio","WA","NWFSC WCGBTS",2016,2,4,0,3
"bocaccio","WA","NWFSC WCGBTS",2017,12,37,0,37
"bocaccio","WA","NWFSC WCGBTS",2018,11,96,0,96
"bocaccio","WA","NWFSC WCGBTS",2019,5,39,0,39
"bocaccio","WA","NWFSC WCGBTS",2021,9,39,0,39
"bocaccio","WA","NWFSC WCGBTS",2022,4,81,0,54
"bocaccio","WA","NWFSC WCGBTS",2023,7,22,0,22
"bocaccio","WA","NWFSC WCGBTS",2024,12,59,0,39
"cabezon","WA","NWFSC WCGBTS",2017,1,1,0,1
"canary rockfish","CA","NWFSC HKL",2004,12,32,32,0
"canary rockfish","CA","NWFSC HKL",2005,6,40,40,0
"canary rockfish","CA","NWFSC HKL",2006,7,25,25,0
"canary rockfish","CA","NWFSC HKL",2007,8,43,43,0
"canary rockfish","CA","NWFSC HKL",2008,3,8,8,0
"canary rockfish","CA","NWFSC HKL",2009,8,40,40,0
"canary rockfish","CA","NWFSC HKL",2010,7,32,32,0
"canary rockfish","CA","NWFSC HKL",2011,5,22,20,2
"canary rockfish","CA","NWFSC HKL",2012,4,24,24,0
"canary rockfish","CA","NWFSC HKL",2013,4,24,24,0
"canary rockfish","CA","NWFSC HKL",2014,7,28,28,0
"canary rockfish","CA","NWFSC HKL",2015,9,21,19,1
"canary rockfish","CA","NWFSC HKL",2016,7,11,11,0
"canary rockfish","CA","NWFSC HKL",2017,9,15,15,0
"canary rockfish","CA","NWFSC HKL",2018,12,41,41,0
"canary rockfish","CA","NWFSC HKL",2019,9,41,40,1
"canary rockfish","CA","NWFSC HKL",2021,6,12,11,0
"canary rockfish","CA","NWFSC HKL",2022,10,58,58,0
"canary rockfish","CA","NWFSC HKL",2023,8,20,0,19
"canary rockfish","CA","NWFSC HKL",2024,8,16,0,15
"canary rockfish","CA","NWFSC WCGBTS",2003,13,99,60,0
"canary rockfish","CA","NWFSC WCGBTS",2004,11,156,100,1
"canary rockfish","CA","NWFSC WCGBTS",2005,16,395,100,0
"canary rockfish","CA","NWFSC WCGBTS",2006,15,304,130,0
"canary rockfish","CA","NWFSC WCGBTS",2007,11,199,137,0
"canary rockfish","CA","NWFSC WCGBTS",2008,12,107,78,0
"canary rockfish","CA","NWFSC WCGBTS",2009,13,179,114,1
"canary rockfish","CA","NWFSC WCGBTS",2010,11,60,60,0
"canary rockfish","CA","NWFSC WCGBTS",2011,9,47,47,0
"canary rockfish","CA","NWFSC WCGBTS",2012,16,32,31,1
"canary rockfish","CA","NWFSC WCGBTS",2013,13,142,116,0
"canary rockfish","CA","NWFSC WCGBTS",2014,18,256,172,0
"canary rockfish","CA","NWFSC WCGBTS",2015,14,154,116,0
"canary rockfish","CA","NWFSC WCGBTS",2016,18,208,104,0
"canary rockfish","CA","NWFSC WCGBTS",2017,17,89,84,0
"canary rockfish","CA","NWFSC WCGBTS",2018,14,119,62,0
"canary rockfish","CA","NWFSC WCGBTS",2019,14,64,64,0
